"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","test_reading_a_task[share_pwd]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","16","test_both_versions_name_the_same_failure[GET-tasks-{}-comments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","7","test_operation_demands_a_credential[v1-GET-/projects/{id}/projectusers]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v1-GET-/projects/{id}/views/{view}/buckets]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_documented_operation_exists[v2-GET-/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Guards against the pairing quietly producing nothing.

An empty parameter set is one silent skip, and the three hand-written
tests above keep the ERR row of the matrix non-zero, so `--fail-uncovered`
would not notice either. The two sibling generated families carry the same
guard; this one did not, and was the only family that could vanish without
turning anything red.
","0","test_the_paired_operations_yield_cases","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","10","test_documented_operation_exists[v2-POST-/tasks/{projecttask}/duplicate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","364","test_a_task_reads_back_identically[v1-v2]","tests.api.contracts","2026-09-22","passed","2026-09-22","TestWrittenHereReadThere","test_cross_version","",""
"","98","test_a_password_reset_sends_a_token","tests.api.side_effects","2026-09-22","passed","2026-09-22","","test_mail","",""
"","68","test_a_scoped_token_reaches_what_it_was_granted[tasks_assignees-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","13","test_operation_demands_a_credential[v1-GET-/projects/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-PUT-/projects/{project}/views/{view}/buckets/{bucket}/tasks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-DELETE-/projects/{project}/shares/{share}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v1-GET-/tasks/{id}/attachments/{attachmentID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_a_malformed_api_token_is_refused_without_breaking_anything[far-too-long]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","32","test_operation_demands_a_credential[v1-PUT-/migration/ticktick/migrate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","110","test_a_permission_that_is_not_a_level_is_refused[empty-string]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","3","test_documented_operation_exists[v1-POST-/tasks/{taskID}/assignees/bulk]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-GET-/user/settings/webhooks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_operation_demands_a_credential[v1-POST-/user/logout]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-PATCH-/user/bots/{bot}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-GET-/health]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_documented_operation_exists[v1-POST-/projects/{projectID}/views/{view}/buckets/{bucketID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_operation_demands_a_credential[v1-PATCH-/admin/users/{id}/admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-PATCH-/admin/projects/{id}/owner]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_operation_demands_a_credential[v2-POST-/user/password/reset]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-POST-/tasks/{projecttask}/read]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","11","test_documented_operation_exists[v1-GET-/info]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v1-GET-/projects/{id}/background]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-GET-/projects/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","23","test_documented_operation_exists[v2-POST-/user/token/refresh]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","15","test_deleting_a_project_is_refused[share_write]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"Saved once without a due date and again with one, which is how a
calendar client edits: the same UID, a replacement document.","641","test_a_due_date_changed_by_a_calendar_client_reaches_the_api","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_two_doors","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","12","test_deleting_a_project_is_refused[outsider]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","9","test_documented_operation_exists[v2-PUT-/tasks/{task}/comments/{commentid}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","12","test_operation_demands_a_credential[v1-POST-/projects/{projectID}/users/{userID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_documented_operation_exists[v1-PUT-/user/settings/avatar/upload]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v1-PUT-/migration/csv/preview]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_a_malformed_api_token_is_refused_without_breaking_anything[too-short-to-slice]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","5","test_documented_operation_exists[v2-POST-/user/settings/email/resend]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v1-PUT-/projects/{id}/teams]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-POST-/user/token]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v1-GET-/projects/{id}/teams]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-POST-/admin/users/{id}/password-reset-email]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_operation_demands_a_credential[v1-POST-/tasks/{taskID}/labels/bulk]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-POST-/projects/{projectid}/duplicate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_operation_demands_a_credential[v2-DELETE-/teams/{team}/members/{user}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","34","test_reading_a_task_is_decided_the_same_way[owner]","tests.api.contracts","2026-09-22","passed","2026-09-22","TestTheSameDecision","test_cross_version","",""
"","2","test_operation_demands_a_credential[v2-PATCH-/projects/{project}/views/{view}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-POST-/user/export/download]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","16","test_operation_demands_a_credential[v1-GET-/user/settings/totp/qrcode]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-DELETE-/tasks/{task}/comments/{commentid}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_documented_operation_exists[v2-GET-/user]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Guards against the product's catalogue changing shape and the
generator quietly producing nothing.","1","test_the_live_catalogue_yields_cases","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","232","test_deleting_a_task[admin]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","5","test_documented_operation_exists[v2-GET-/routes]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","20","test_operation_demands_a_credential[v1-POST-/migration/microsoft-todo/migrate]","tests.api.authorization","2026-09-22","skipped","2026-09-22","","test_credentials_required","",""
"","14","test_a_malformed_api_token_is_refused_without_breaking_anything[wrong-prefix]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","4","test_documented_operation_exists[v1-GET-/projects/{project}/views]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-POST-/user/settings/token/caldav]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","14","test_documented_operation_exists[v1-POST-/login]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-GET-/backgrounds/unsplash/image/{image}/thumb]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","36","test_documented_operation_exists[v2-POST-/user/settings/totp/disable]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The gesture, end to end: the card lands in the column, and the task
it stands for is finished on the server.

Both halves are needed. The card arriving proves only that the screen
rearranged itself; the server proves the drop was a request. Neither on
its own says the board did what it looked like it did.
","3906","test_dragging_a_card_into_done_finishes_the_task[chromium]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_kanban_board","",""
"","9","test_operation_demands_a_credential[v1-PUT-/projects/{id}/tasks]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","35","test_a_scoped_token_reaches_what_it_was_granted[projects-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","5450","test_the_interface_follows_the_browser_language[firefox-ru-RU]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"","8","test_a_malformed_authorization_header_is_refused_without_breaking_anything[scheme-with-no-value]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","5","test_operation_demands_a_credential[v2-DELETE-/teams/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_operation_demands_a_credential[v2-GET-/tasks/{projecttask}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v2-GET-/avatar/{username}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v2-GET-/projects/{project}/background]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_operation_demands_a_credential[v1-DELETE-/teams/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-POST-/user/password/token]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-PUT-/migration/wekan/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","12","test_operation_demands_a_credential[v1-GET-/user/settings/avatar]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_documented_operation_exists[v2-GET-/projects/{project}/background]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v1-DELETE-/projects/{id}/webhooks/{webhookID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","14","test_both_versions_name_the_same_failure[GET-tasks-{}-labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"The other half. Without it the test above would pass just as well
against a button that does nothing at all.","6018","test_confirming_deletes_the_project[firefox]","tests.ui.projects","2026-09-22","passed","2026-09-22","","test_destructive_actions","",""
"","6","test_operation_demands_a_credential[v1-POST-/tasks/{taskID}/comments/{commentID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","337","test_a_task_created_on_one_version_is_listed_by_the_other","tests.api.contracts","2026-09-22","passed","2026-09-22","TestWrittenHereReadThere","test_cross_version","",""
"","27","test_documented_operation_exists[v1-GET-/tasks/{taskID}/comments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","127","test_a_scoped_token_is_refused_its_siblings[labels-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","14","test_operation_demands_a_credential[v1-GET-/tokens]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v1-PUT-/projects/{id}/views/{view}/buckets]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Orchestrators act on this check, so the one thing it must not do with
its database gone is keep answering 200 OK.

That is the whole claim, and it is deliberately the load-bearing one.
The version before this asserted only that the answer carried no stack
trace, and treated ""nothing answered"" as the outage being admitted — so
the assertion it stood on was that the string ""no answer"" contains no
stack trace, which no product could fail.

What actually happens on this stand, recorded because it surprised us:
the product does not answer 503. It accepts the connection and closes it
again without a response after about three seconds. An orchestrator does
read that as unhealthy, so the behaviour is defensible; a 503 with a
short reason would be more useful to whoever is reading logs at the
time, but a dropped connection is not a defect and is not written up as
one. Both outcomes satisfy the claim above, and the assertion below
still holds the answer to the leak rule if there ever is one.
","6585","test_the_health_check_stops_claiming_the_product_is_well","tests.resilience.dependencies","2026-09-22","passed","2026-09-22","","test_database","",""
"","24","test_a_malformed_api_token_is_refused_without_breaking_anything[punctuation]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","6","test_operation_demands_a_credential[v2-GET-/token/test]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-POST-/user/settings/general]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"Archiving is not deleting. The history stays readable, and nothing
new is added to it.","472","test_an_archived_project_refuses_writes_and_still_reads","tests.api.rules","2026-09-22","passed","2026-09-22","","test_task_lifecycle","",""
"","264","test_updating_a_task[share_write]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"Two claims in one, and the second is the one worth having.

That the task is finished says the box is wired to something. That the
two beside it are untouched says it is wired to the right row — the
defect this is really watching for is a list that sends the position of
a row rather than the identity of a task, which passes every check made
of one task on its own.
","4086","test_ticking_the_box_finishes_that_task_and_no_other[webkit]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_done_from_the_list","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","125","test_a_scoped_token_is_refused_its_siblings[tasks_assignees-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"A share behind a password is the frontend's only authentication form,
and the only place in this product where a browser asks a stranger for a
secret. What it must not do is render the project first and ask after.
","7726","test_a_password_protected_link_shows_nothing_until_the_password_is_given[firefox]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","5","test_documented_operation_exists[v1-PATCH-/admin/users/{id}/admin]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v2-DELETE-/time-entries/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v1-DELETE-/tasks/{task}/labels/{label}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v1-PUT-/tasks/{taskID}/relations]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","28","test_documented_operation_exists[v1-PUT-/migration/csv/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v2-GET-/filters/{filter}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","195","test_a_scoped_token_reaches_what_it_was_granted[notifications-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","12","test_documented_operation_exists[v1-PUT-/tasks/{taskID}/relations]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","84","test_a_scoped_token_reaches_what_it_was_granted[projects_views-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","14","test_documented_operation_exists[v2-POST-/{entitykind}/{entityid}/reactions]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The link the whole approach rests on: state built over the API is
what the browser shows.","2616","test_a_task_made_over_the_api_is_visible_in_the_browser[webkit]","tests.ui.framework","2026-09-22","passed","2026-09-22","","test_session","",""
"","3","test_documented_operation_exists[v2-GET-/user/settings/webhooks/events]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v1-DELETE-/projects/{projectID}/users/{userID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-POST-/migration/microsoft-todo/migrate]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One dependency failing must not take unrelated features with it.","5683","test_features_that_need_no_storage_keep_working_without_it","tests.resilience.dependencies","2026-09-22","passed","2026-09-22","","test_object_storage","",""
"","5","test_documented_operation_exists[v2-GET-/tasks/{projecttask}/assignees]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","176","test_the_calendar_refuses_a_caller_without_credentials","tests.api.calendar","2026-09-22","passed","2026-09-22","","test_calendar_access","",""
"","5","test_operation_demands_a_credential[v2-POST-/user/settings/totp/enable]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-GET-/user/settings/totp/qrcode]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","9","test_documented_operation_exists[v1-GET-/{kind}/{id}/reactions]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-PUT-/projects/{id}/teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","13","test_both_versions_name_the_same_failure[DELETE-tasks-{}-relations-{}-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","6","test_operation_demands_a_credential[v2-GET-/user/settings/webhooks/events]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_documented_operation_exists[v2-GET-/labels]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","94","test_updating_a_task[writer]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","9","test_documented_operation_exists[v2-POST-/user/bots]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_operation_demands_a_credential[v2-GET-/notifications.atom]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-PUT-/projects/{project}/views]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-GET-/user/export]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","15","test_operation_demands_a_credential[v2-POST-/shares/{share}/auth]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v1-GET-/migration/wekan/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Guards against the generator silently producing nothing.","0","test_the_sweep_covers_both_descriptions","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","7","test_operation_demands_a_credential[v2-POST-/user/deletion/cancel]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","28","test_updating_a_task[teammate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","4","test_documented_operation_exists[v1-GET-/migration/microsoft-todo/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","446","test_the_same_label_cannot_be_put_on_a_task_twice","tests.api.rules","2026-09-22","passed","2026-09-22","","test_people_and_links","",""
"","5","test_documented_operation_exists[v1-GET-/backgrounds/unsplash/search]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The suite pins its locale so text selectors never depend on the
machine running it. This proves the pin holds.","4414","test_english_is_the_pinned_default[firefox]","tests.ui.localisation","2026-09-22","passed","2026-09-22","","test_languages","",""
"Two people adding a task to a shared project at the same second is
the ordinary case, not an edge one.","112","test_tasks_created_at_the_same_moment_are_all_created","tests.api.concurrency","2026-09-22","skipped","2026-09-22","","test_simultaneous_writes","",""
"","6","test_documented_operation_exists[v2-DELETE-/projects/{project}/users/{user}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_documented_operation_exists[v1-POST-/projects/{id}/webhooks/{webhookID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-POST-/time-entries]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v1-DELETE-/projects/{projectID}/views/{view}/buckets/{bucketID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_a_malformed_authorization_header_is_refused_without_breaking_anything[something-shaped-like-a-jwt]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_credential_shapes","",""
"","12","test_documented_operation_exists[v2-POST-/subscriptions/{entity}/{entityID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Granting one action in an area must not grant the rest of it: the
check that would catch a scope widened by accident.","103","test_a_scoped_token_is_refused_its_siblings[projects_users-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","7","test_operation_demands_a_credential[v1-POST-/projects/{project}/views/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","18","test_documented_operation_exists[v2-POST-/shares/{share}/auth]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_operation_demands_a_credential[v1-GET-/projects/{project}/tasks/by-index/{index}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"What a stranger with the link gets, asked of both levels together.

Both rows on purpose. `to_have_count(0)` is satisfied on its first poll,
so a read-only share proves nothing on its own: a page that has not
rendered answers it just as well. The writable row is what rules that
out — the same page, the same wait, the same assertion, and the control
is there. Between them the absence means something.
","1897","test_a_public_link_offers_exactly_what_it_was_shared_for[chromium-writable]","tests.ui.sharing","2026-09-22","passed","2026-09-22","","test_public_link","",""
"","3","test_documented_operation_exists[v1-DELETE-/subscriptions/{entity}/{entityID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v1-GET-/user]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","29","test_documented_operation_exists[v1-PUT-/filters]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/projects/{id}/views/{view}/buckets]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Every account in the suite walks this path, so when it breaks it
explains a failure everywhere else; worth knowing first.","8","test_registration_sends_a_confirmation_message","tests.api.side_effects","2026-09-22","passed","2026-09-22","","test_mail","",""
"The property the whole isolation strategy rests on: separate
accounts cannot see each other's projects.","1309","test_two_actors_are_isolated","tests.api.framework","2026-09-22","passed","2026-09-22","","test_transport","",""
"","11","test_documented_operation_exists[v2-PUT-/time-entries/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v2-GET-/notifications]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v2-GET-/projects/{project}/users/search]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_documented_operation_exists[v2-PUT-/labels/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_documented_operation_exists[v1-GET-/user/settings/token/caldav]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Two claims in one, and the second is the one worth having.

That the task is finished says the box is wired to something. That the
two beside it are untouched says it is wired to the right row — the
defect this is really watching for is a list that sends the position of
a row rather than the identity of a task, which passes every check made
of one task on its own.
","5177","test_ticking_the_box_finishes_that_task_and_no_other[firefox]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_done_from_the_list","",""
"","158","test_deleting_a_task[owner]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","2","test_documented_operation_exists[v1-PUT-/projects/{id}/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","1","test_documented_operation_exists[v1-DELETE-/user/settings/token/caldav/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The point of a repeating task: finishing this occurrence schedules
the next one, and the task stays open.","284","test_a_repeating_task_moves_its_due_date_instead_of_closing","tests.api.rules","2026-09-22","passed","2026-09-22","","test_task_lifecycle","",""
"Everyone short of an administrator is refused, a writer included.

Write on a project means write inside it, not power over it.
","12","test_deleting_a_project_is_refused[token_narrow]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","18","test_operation_demands_a_credential[v2-GET-/migration/ticktick/status]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","47","test_both_versions_name_the_same_failure[GET-projects-{}-background]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","3","test_documented_operation_exists[v2-GET-/admin/users]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","12","test_operation_demands_a_credential[v2-PUT-/tasks/{task}/comments/{commentid}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
