"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","test_operation_demands_a_credential[v1-POST-/teams/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","62","test_the_stand_reports_itself_healthy","tests.api.framework","2026-09-22","passed","2026-09-22","","test_stand","",""
"","13","test_operation_demands_a_credential[v2-GET-/user/settings/token/caldav]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v2-POST-/projects/{project}/tasks/bulk]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","7","test_documented_operation_exists[v1-GET-/tasks]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","8","test_both_versions_name_the_same_failure[DELETE-projects-{}-views-{}-buckets-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","2","test_documented_operation_exists[v1-GET-/notifications]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","4","test_documented_operation_exists[v2-DELETE-/notifications]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The parsed parts must leave the title, or every task ends up named
after its own syntax.","2724","test_the_markers_are_stripped_from_the_title[chromium]","tests.ui.tasks","2026-09-22","passed","2026-09-22","","test_quick_add","",""
"","136","test_a_scoped_token_reaches_what_it_was_granted[projects_webhooks-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","8937","test_a_task_appears_in_every_view_that_lists_tasks[firefox]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_views_agree","",""
"","7","test_documented_operation_exists[v1-DELETE-/projects/{projectID}/users/{userID}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"The control for the test above.

Without it, a board that finished every task it was handed — whichever
column it was dropped into — would pass. ""Doing"" is an ordinary column,
so a task that lands there has moved and nothing more.
","9274","test_a_card_dragged_into_an_ordinary_column_is_moved_and_not_finished[firefox]","tests.ui.views","2026-09-22","passed","2026-09-22","","test_kanban_board","",""
"","2","test_documented_operation_exists[v2-GET-/tasks/{task}/comments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_documented_operation_exists[v1-PUT-/user/settings/token/caldav]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"Two tasks, one reachable and one not, in a single bulk write.

The permission check has to hold for every identifier in the list. If
it is consulted only for the first, the refusal still arrives but the
rows have already moved.
","1162","test_a_refused_bulk_update_changes_nothing","tests.api.integrity","2026-09-22","passed","2026-09-22","","test_data_integrity","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","113","test_both_versions_name_the_same_failure[DELETE-projects-{}-webhooks-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","26","test_documented_operation_exists[v1-GET-/tasks/{id}/attachments]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","5","test_operation_demands_a_credential[v2-PUT-/user/bots/{bot}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_operation_demands_a_credential[v2-POST-/tasks/{task}/comments]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-PATCH-/admin/projects/{id}/owner]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","3","test_operation_demands_a_credential[v2-GET-/user]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","11","test_operation_demands_a_credential[v2-GET-/labels]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","14","test_operation_demands_a_credential[v1-GET-/user/timezones]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","6","test_documented_operation_exists[v1-GET-/migration/trello/status]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_operation_demands_a_credential[v2-POST-/{entitykind}/{entityid}/reactions]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_operation_demands_a_credential[v2-POST-/tasks/{projecttask}/duplicate]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","180","test_a_scoped_token_reaches_what_it_was_granted[tasks-read_all]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_token_scopes","",""
"","18","test_operation_demands_a_credential[v2-POST-/filters]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_documented_operation_exists[v2-GET-/{entitykind}/{entityid}/reactions]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","6","test_operation_demands_a_credential[v2-DELETE-/user/bots/{bot}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","5","test_documented_operation_exists[v1-POST-/user/export/download]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","13","test_operation_demands_a_credential[v1-POST-/register]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","22","test_operation_demands_a_credential[v2-GET-/routes]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","3","test_documented_operation_exists[v2-GET-/user/settings/avatar/provider]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","2","test_documented_operation_exists[v1-GET-/teams]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","10","test_updating_a_task[anon]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","3","test_documented_operation_exists[v1-PUT-/tokens]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","8","test_operation_demands_a_credential[v2-POST-/migration/csv/preview]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_operation_demands_a_credential[v2-GET-/user/timezones]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"One operation, asked of both versions about something absent.

Contract deviations are recorded rather than raised here: this walks
error paths it did not choose, and a deviation reported from the
transport hook would fail the test before it compared anything. The
deviations still reach the end-of-run report.
","31","test_both_versions_name_the_same_failure[DELETE-tasks-{}-comments-{}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_error_codes","",""
"","3","test_operation_demands_a_credential[v1-POST-/tasks/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","13","test_operation_demands_a_credential[v2-PUT-/user/settings/general]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"The distinction the matrix rests on: someone who may read but not
write is refused, not told the task is absent, because they can see that
it is there.

Asked as a pair, and that is the point of it. `WRITE_TASK` above already
has a reader row expecting 403, so asserting 403 once more says nothing
new. What no row can say is that the two situations get *different*
answers, which is the property the reader row is written the way it is
for.
","85","test_a_reader_is_refused_rather_than_told_it_is_missing","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_access_matrix","",""
"","2","test_documented_operation_exists[v2-GET-/time-entries/{id}]","tests.api.contracts","2026-09-22","passed","2026-09-22","","test_documented_operations","",""
"","18","test_operation_demands_a_credential[v2-GET-/tasks/{task}/comments/{commentid}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","8","test_operation_demands_a_credential[v1-DELETE-/tasks/{id}/attachments/{attachmentID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","9","test_operation_demands_a_credential[v2-GET-/projects/{id}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","21","test_a_permission_that_is_not_a_level_is_refused[out-of-range]","tests.api.boundaries","2026-09-22","passed","2026-09-22","","test_permission_values","",""
"","4","test_operation_demands_a_credential[v2-PUT-/user/settings/avatar]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","2","test_operation_demands_a_credential[v1-DELETE-/tasks/{taskID}/relations/{relationKind}/{otherTaskID}]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
"","12","test_operation_demands_a_credential[v1-POST-/user/confirm]","tests.api.authorization","2026-09-22","passed","2026-09-22","","test_credentials_required","",""
